error_id,module,error_message,possible_cause,resolution,related_tcode,related_table,severity
ERR0431,PP,Custom error message 425,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0425,ZTAB0425,Low
ERR0432,WM,Custom error message 426,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0426,ZTAB0426,Medium
ERR0433,PP,Custom error message 427,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0427,ZTAB0427,Medium
ERR0434,SD,Custom error message 428,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0428,ZTAB0428,Medium
ERR0435,PP,Custom error message 429,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0429,ZTAB0429,Low
ERR0436,SD,Custom error message 430,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0430,ZTAB0430,High
ERR0437,FI,Custom error message 431,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0431,ZTAB0431,Medium
ERR0438,QM,Custom error message 432,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0432,ZTAB0432,Low
ERR0439,SD,Custom error message 433,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0433,ZTAB0433,Medium
ERR0440,PP,Custom error message 434,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0434,ZTAB0434,High
ERR0441,PP,Custom error message 435,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0435,ZTAB0435,Low
ERR0442,MM,Custom error message 436,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0436,ZTAB0436,Low
ERR0443,SD,Custom error message 437,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0437,ZTAB0437,High
ERR0444,FI,Custom error message 438,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0438,ZTAB0438,Medium
ERR0445,FI,Custom error message 439,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0439,ZTAB0439,High
ERR0446,FI,Custom error message 440,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0440,ZTAB0440,Medium
ERR0447,MM,Custom error message 441,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0441,ZTAB0441,Low
ERR0448,QM,Custom error message 442,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0442,ZTAB0442,Medium
ERR0449,SD,Custom error message 443,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0443,ZTAB0443,Low
ERR0450,FI,Custom error message 444,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0444,ZTAB0444,Low
ERR0451,MM,Custom error message 445,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0445,ZTAB0445,Low
ERR0452,FI,Custom error message 446,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0446,ZTAB0446,Low
ERR0453,MM,Custom error message 447,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0447,ZTAB0447,High
ERR0454,MM,Custom error message 448,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0448,ZTAB0448,High
ERR0455,FI,Custom error message 449,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0449,ZTAB0449,Low
ERR0456,SD,Custom error message 450,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0450,ZTAB0450,High
ERR0457,MM,Custom error message 451,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0451,ZTAB0451,Medium
ERR0458,FI,Custom error message 452,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0452,ZTAB0452,Low
ERR0459,QM,Custom error message 453,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0453,ZTAB0453,Medium
ERR0460,MM,Custom error message 454,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0454,ZTAB0454,Medium
ERR0461,PP,Custom error message 455,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0455,ZTAB0455,Medium
ERR0462,PP,Custom error message 456,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0456,ZTAB0456,Low
ERR0463,FI,Custom error message 457,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0457,ZTAB0457,High
ERR0464,SD,Custom error message 458,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0458,ZTAB0458,High
ERR0465,FI,Custom error message 459,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0459,ZTAB0459,Medium
ERR0466,QM,Custom error message 460,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0460,ZTAB0460,Medium
ERR0467,SD,Custom error message 461,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0461,ZTAB0461,Low
ERR0468,PP,Custom error message 462,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0462,ZTAB0462,High
ERR0469,PP,Custom error message 463,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0463,ZTAB0463,Medium
ERR0470,MM,Custom error message 464,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0464,ZTAB0464,Low
ERR0471,FI,Custom error message 465,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0465,ZTAB0465,High
ERR0472,QM,Custom error message 466,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0466,ZTAB0466,Low
ERR0473,QM,Custom error message 467,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0467,ZTAB0467,Low
ERR0474,MM,Custom error message 468,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0468,ZTAB0468,High
ERR0475,FI,Custom error message 469,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0469,ZTAB0469,Low
ERR0476,SD,Custom error message 470,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0470,ZTAB0470,High
ERR0477,WM,Custom error message 471,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0471,ZTAB0471,Low
ERR0478,WM,Custom error message 472,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0472,ZTAB0472,Low
ERR0479,PP,Custom error message 473,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0473,ZTAB0473,High
ERR0480,WM,Custom error message 474,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0474,ZTAB0474,Medium
ERR0481,QM,Custom error message 475,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0475,ZTAB0475,Low
ERR0482,SD,Custom error message 476,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0476,ZTAB0476,Medium
ERR0483,FI,Custom error message 477,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0477,ZTAB0477,Medium
ERR0484,MM,Custom error message 478,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0478,ZTAB0478,Low
ERR0485,FI,Custom error message 479,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0479,ZTAB0479,High
ERR0486,PP,Custom error message 480,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0480,ZTAB0480,Medium
ERR0487,SD,Custom error message 481,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0481,ZTAB0481,High
ERR0488,WM,Custom error message 482,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0482,ZTAB0482,Medium
ERR0489,PP,Custom error message 483,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0483,ZTAB0483,Medium
ERR0490,WM,Custom error message 484,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0484,ZTAB0484,High
ERR0491,QM,Custom error message 485,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0485,ZTAB0485,Medium
ERR0492,MM,Custom error message 486,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0486,ZTAB0486,Medium
ERR0493,SD,Custom error message 487,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0487,ZTAB0487,Low
ERR0494,SD,Custom error message 488,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0488,ZTAB0488,Medium
ERR0495,MM,Custom error message 489,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0489,ZTAB0489,High
ERR0496,QM,Custom error message 490,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0490,ZTAB0490,Medium
ERR0497,WM,Custom error message 491,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0491,ZTAB0491,Medium
ERR0498,WM,Custom error message 492,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0492,ZTAB0492,Medium
ERR0499,SD,Custom error message 493,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0493,ZTAB0493,Low
ERR0500,WM,Custom error message 494,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0494,ZTAB0494,Medium
ERR0501,FI,Custom error message 495,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0495,ZTAB0495,Medium
ERR0502,PP,Custom error message 496,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0496,ZTAB0496,High
ERR0503,PP,Custom error message 497,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0497,ZTAB0497,Medium
ERR0504,FI,Custom error message 498,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0498,ZTAB0498,Low
ERR0505,SD,Custom error message 499,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0499,ZTAB0499,High
ERR0506,QM,Custom error message 500,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0500,ZTAB0500,Medium
ERR0507,PP,Custom error message 501,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0501,ZTAB0501,Medium
ERR0508,SD,Custom error message 502,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0502,ZTAB0502,Low
ERR0509,QM,Custom error message 503,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0503,ZTAB0503,Medium
ERR0510,MM,Custom error message 504,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0504,ZTAB0504,Medium
ERR0511,SD,Custom error message 505,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0505,ZTAB0505,High
ERR0512,QM,Custom error message 506,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0506,ZTAB0506,High
ERR0513,SD,Custom error message 507,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0507,ZTAB0507,High
ERR0514,QM,Custom error message 508,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0508,ZTAB0508,Low
ERR0515,SD,Custom error message 509,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0509,ZTAB0509,Low
ERR0516,WM,Custom error message 510,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0510,ZTAB0510,Medium
ERR0517,QM,Custom error message 511,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0511,ZTAB0511,Medium
ERR0518,PP,Custom error message 512,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0512,ZTAB0512,High
ERR0519,SD,Custom error message 513,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0513,ZTAB0513,High
ERR0520,WM,Custom error message 514,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0514,ZTAB0514,High
ERR0521,MM,Custom error message 515,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0515,ZTAB0515,Medium
ERR0522,PP,Custom error message 516,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0516,ZTAB0516,High
ERR0523,FI,Custom error message 517,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0517,ZTAB0517,Medium
ERR0524,PP,Custom error message 518,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0518,ZTAB0518,Low
ERR0525,FI,Custom error message 519,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0519,ZTAB0519,Medium
ERR0526,MM,Custom error message 520,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0520,ZTAB0520,Medium
ERR0527,SD,Custom error message 521,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0521,ZTAB0521,Low
ERR0528,WM,Custom error message 522,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0522,ZTAB0522,Medium
ERR0529,PP,Custom error message 523,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0523,ZTAB0523,Low
ERR0530,QM,Custom error message 524,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0524,ZTAB0524,Medium
ERR0531,MM,Custom error message 525,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0525,ZTAB0525,High
ERR0532,MM,Custom error message 526,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0526,ZTAB0526,High
ERR0533,FI,Custom error message 527,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0527,ZTAB0527,High
ERR0534,FI,Custom error message 528,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0528,ZTAB0528,Low
ERR0535,SD,Custom error message 529,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0529,ZTAB0529,High
ERR0536,WM,Custom error message 530,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0530,ZTAB0530,High
ERR0537,PP,Custom error message 531,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0531,ZTAB0531,Medium
ERR0538,SD,Custom error message 532,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0532,ZTAB0532,Medium
ERR0539,PP,Custom error message 533,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0533,ZTAB0533,Low
ERR0540,QM,Custom error message 534,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0534,ZTAB0534,High
ERR0541,PP,Custom error message 535,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0535,ZTAB0535,Medium
ERR0542,PP,Custom error message 536,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0536,ZTAB0536,Medium
ERR0543,FI,Custom error message 537,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0537,ZTAB0537,Medium
ERR0544,MM,Custom error message 538,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0538,ZTAB0538,Low
ERR0545,WM,Custom error message 539,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0539,ZTAB0539,Low
ERR0546,PP,Custom error message 540,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0540,ZTAB0540,High
ERR0547,FI,Custom error message 541,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0541,ZTAB0541,High
ERR0548,FI,Custom error message 542,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0542,ZTAB0542,Low
ERR0549,WM,Custom error message 543,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0543,ZTAB0543,High
ERR0550,FI,Custom error message 544,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0544,ZTAB0544,Low
ERR0551,WM,Custom error message 545,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0545,ZTAB0545,Low
ERR0552,SD,Custom error message 546,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0546,ZTAB0546,High
ERR0553,MM,Custom error message 547,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0547,ZTAB0547,High
ERR0554,MM,Custom error message 548,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0548,ZTAB0548,Medium
ERR0555,WM,Custom error message 549,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0549,ZTAB0549,High
ERR0556,WM,Custom error message 550,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0550,ZTAB0550,Medium
ERR0557,PP,Custom error message 551,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0551,ZTAB0551,High
ERR0558,MM,Custom error message 552,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0552,ZTAB0552,Low
ERR0559,QM,Custom error message 553,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0553,ZTAB0553,High
ERR0560,PP,Custom error message 554,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0554,ZTAB0554,High
ERR0561,SD,Custom error message 555,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0555,ZTAB0555,Medium
ERR0562,QM,Custom error message 556,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0556,ZTAB0556,High
ERR0563,QM,Custom error message 557,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0557,ZTAB0557,Medium
ERR0564,FI,Custom error message 558,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0558,ZTAB0558,Low
ERR0565,QM,Custom error message 559,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0559,ZTAB0559,Medium
ERR0566,MM,Custom error message 560,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0560,ZTAB0560,High
ERR0567,SD,Custom error message 561,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0561,ZTAB0561,Medium
ERR0568,PP,Custom error message 562,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0562,ZTAB0562,High
ERR0569,PP,Custom error message 563,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0563,ZTAB0563,Low
ERR0570,MM,Custom error message 564,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0564,ZTAB0564,Medium
ERR0571,PP,Custom error message 565,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0565,ZTAB0565,Medium
ERR0572,QM,Custom error message 566,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0566,ZTAB0566,High
ERR0573,WM,Custom error message 567,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0567,ZTAB0567,Low
ERR0574,PP,Custom error message 568,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0568,ZTAB0568,Medium
ERR0575,PP,Custom error message 569,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0569,ZTAB0569,Low
ERR0576,QM,Custom error message 570,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0570,ZTAB0570,Medium
ERR0577,MM,Custom error message 571,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0571,ZTAB0571,High
ERR0578,FI,Custom error message 572,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0572,ZTAB0572,Medium
ERR0579,MM,Custom error message 573,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0573,ZTAB0573,Low
ERR0580,QM,Custom error message 574,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0574,ZTAB0574,Low
ERR0581,QM,Custom error message 575,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0575,ZTAB0575,High
ERR0582,QM,Custom error message 576,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0576,ZTAB0576,Medium
ERR0583,PP,Custom error message 577,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0577,ZTAB0577,Medium
ERR0584,PP,Custom error message 578,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0578,ZTAB0578,Low
ERR0585,MM,Custom error message 579,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0579,ZTAB0579,Low
ERR0586,QM,Custom error message 580,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0580,ZTAB0580,Medium
ERR0587,SD,Custom error message 581,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0581,ZTAB0581,Low
ERR0588,PP,Custom error message 582,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0582,ZTAB0582,Medium
ERR0589,SD,Custom error message 583,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0583,ZTAB0583,Low
ERR0590,QM,Custom error message 584,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0584,ZTAB0584,Low
ERR0591,PP,Custom error message 585,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0585,ZTAB0585,High
ERR0592,SD,Custom error message 586,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0586,ZTAB0586,Medium
ERR0593,MM,Custom error message 587,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0587,ZTAB0587,Medium
ERR0594,FI,Custom error message 588,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0588,ZTAB0588,Medium
ERR0595,WM,Custom error message 589,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0589,ZTAB0589,High
ERR0596,MM,Custom error message 590,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0590,ZTAB0590,High
ERR0597,FI,Custom error message 591,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0591,ZTAB0591,Medium
ERR0598,MM,Custom error message 592,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0592,ZTAB0592,Low
ERR0599,WM,Custom error message 593,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0593,ZTAB0593,Medium
ERR0600,SD,Custom error message 594,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0594,ZTAB0594,High
ERR0601,MM,Custom error message 595,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0595,ZTAB0595,High
ERR0602,MM,Custom error message 596,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0596,ZTAB0596,Low
ERR0603,WM,Custom error message 597,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0597,ZTAB0597,Medium
ERR0604,QM,Custom error message 598,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0598,ZTAB0598,Medium
ERR0605,FI,Custom error message 599,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0599,ZTAB0599,Low
ERR0606,PP,Custom error message 600,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0600,ZTAB0600,High
ERR0607,SD,Custom error message 601,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0601,ZTAB0601,Low
ERR0608,WM,Custom error message 602,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0602,ZTAB0602,High
ERR0609,FI,Custom error message 603,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0603,ZTAB0603,Low
ERR0610,QM,Custom error message 604,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0604,ZTAB0604,Low
ERR0611,MM,Custom error message 605,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0605,ZTAB0605,High
ERR0612,MM,Custom error message 606,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0606,ZTAB0606,Low
ERR0613,QM,Custom error message 607,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0607,ZTAB0607,Low
ERR0614,WM,Custom error message 608,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0608,ZTAB0608,High
ERR0615,FI,Custom error message 609,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0609,ZTAB0609,High
ERR0616,SD,Custom error message 610,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0610,ZTAB0610,Low
ERR0617,FI,Custom error message 611,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0611,ZTAB0611,Low
ERR0618,MM,Custom error message 612,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0612,ZTAB0612,Low
ERR0619,SD,Custom error message 613,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0613,ZTAB0613,High
ERR0620,QM,Custom error message 614,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0614,ZTAB0614,Medium
ERR0621,FI,Custom error message 615,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0615,ZTAB0615,High
ERR0622,WM,Custom error message 616,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0616,ZTAB0616,Low
ERR0623,MM,Custom error message 617,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0617,ZTAB0617,High
ERR0624,QM,Custom error message 618,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0618,ZTAB0618,High
ERR0625,QM,Custom error message 619,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0619,ZTAB0619,Low
ERR0626,SD,Custom error message 620,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0620,ZTAB0620,High
ERR0627,PP,Custom error message 621,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0621,ZTAB0621,High
ERR0628,WM,Custom error message 622,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0622,ZTAB0622,Low
ERR0629,MM,Custom error message 623,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0623,ZTAB0623,High
ERR0630,SD,Custom error message 624,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0624,ZTAB0624,Medium
ERR0631,SD,Custom error message 625,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0625,ZTAB0625,Medium
ERR0632,FI,Custom error message 626,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0626,ZTAB0626,High
ERR0633,QM,Custom error message 627,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0627,ZTAB0627,Medium
ERR0634,PP,Custom error message 628,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0628,ZTAB0628,High
ERR0635,WM,Custom error message 629,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0629,ZTAB0629,Low
ERR0636,QM,Custom error message 630,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0630,ZTAB0630,High
ERR0637,SD,Custom error message 631,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0631,ZTAB0631,High
ERR0638,PP,Custom error message 632,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0632,ZTAB0632,Low
ERR0639,FI,Custom error message 633,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0633,ZTAB0633,High
ERR0640,SD,Custom error message 634,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0634,ZTAB0634,Medium
ERR0641,QM,Custom error message 635,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0635,ZTAB0635,High
ERR0642,QM,Custom error message 636,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0636,ZTAB0636,Medium
ERR0643,MM,Custom error message 637,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0637,ZTAB0637,High
ERR0644,WM,Custom error message 638,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0638,ZTAB0638,Medium
