issue_id,module,title,symptoms,root_cause,diagnosis_steps,resolution,verification,related_tcodes,related_tables,priority,keywords
ISS0523,WM,Custom Issue 522,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0522,ZTAB0522,Medium,wm
ISS0524,MM,Custom Issue 523,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0523,ZTAB0523,High,mm
ISS0525,FI,Custom Issue 524,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0524,ZTAB0524,High,fi
ISS0526,WM,Custom Issue 525,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0525,ZTAB0525,Medium,wm
ISS0527,QM,Custom Issue 526,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0526,ZTAB0526,Medium,qm
ISS0528,QM,Custom Issue 527,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0527,ZTAB0527,Critical,qm
ISS0529,MM,Custom Issue 528,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0528,ZTAB0528,Medium,mm
ISS0530,WM,Custom Issue 529,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0529,ZTAB0529,High,wm
ISS0531,QM,Custom Issue 530,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0530,ZTAB0530,Critical,qm
ISS0532,WM,Custom Issue 531,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0531,ZTAB0531,Medium,wm
ISS0533,WM,Custom Issue 532,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0532,ZTAB0532,Critical,wm
ISS0534,FI,Custom Issue 533,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0533,ZTAB0533,High,fi
ISS0535,PP,Custom Issue 534,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0534,ZTAB0534,Low,pp
ISS0536,WM,Custom Issue 535,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0535,ZTAB0535,Medium,wm
ISS0537,FI,Custom Issue 536,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0536,ZTAB0536,Medium,fi
ISS0538,FI,Custom Issue 537,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0537,ZTAB0537,High,fi
ISS0539,WM,Custom Issue 538,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0538,ZTAB0538,Low,wm
ISS0540,MM,Custom Issue 539,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0539,ZTAB0539,High,mm
ISS0541,FI,Custom Issue 540,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0540,ZTAB0540,Critical,fi
ISS0542,FI,Custom Issue 541,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0541,ZTAB0541,Low,fi
ISS0543,SD,Custom Issue 542,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0542,ZTAB0542,Low,sd
ISS0544,PP,Custom Issue 543,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0543,ZTAB0543,Medium,pp
ISS0545,WM,Custom Issue 544,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0544,ZTAB0544,Critical,wm
ISS0546,SD,Custom Issue 545,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0545,ZTAB0545,High,sd
ISS0547,SD,Custom Issue 546,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0546,ZTAB0546,Medium,sd
ISS0548,FI,Custom Issue 547,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0547,ZTAB0547,Critical,fi
ISS0549,QM,Custom Issue 548,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0548,ZTAB0548,Medium,qm
ISS0550,PP,Custom Issue 549,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0549,ZTAB0549,Medium,pp
ISS0551,PP,Custom Issue 550,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0550,ZTAB0550,High,pp
ISS0552,PP,Custom Issue 551,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0551,ZTAB0551,High,pp
ISS0553,MM,Custom Issue 552,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0552,ZTAB0552,High,mm
ISS0554,WM,Custom Issue 553,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0553,ZTAB0553,Medium,wm
ISS0555,SD,Custom Issue 554,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0554,ZTAB0554,Critical,sd
ISS0556,SD,Custom Issue 555,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0555,ZTAB0555,High,sd
ISS0557,MM,Custom Issue 556,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0556,ZTAB0556,High,mm
ISS0558,SD,Custom Issue 557,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0557,ZTAB0557,Critical,sd
ISS0559,PP,Custom Issue 558,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0558,ZTAB0558,Low,pp
ISS0560,SD,Custom Issue 559,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0559,ZTAB0559,Critical,sd
ISS0561,SD,Custom Issue 560,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0560,ZTAB0560,High,sd
ISS0562,FI,Custom Issue 561,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0561,ZTAB0561,High,fi
ISS0563,FI,Custom Issue 562,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0562,ZTAB0562,Critical,fi
ISS0564,WM,Custom Issue 563,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0563,ZTAB0563,High,wm
ISS0565,PP,Custom Issue 564,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0564,ZTAB0564,Low,pp
ISS0566,WM,Custom Issue 565,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0565,ZTAB0565,Low,wm
ISS0567,FI,Custom Issue 566,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0566,ZTAB0566,Medium,fi
ISS0568,SD,Custom Issue 567,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0567,ZTAB0567,Low,sd
ISS0569,FI,Custom Issue 568,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0568,ZTAB0568,Critical,fi
ISS0570,FI,Custom Issue 569,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0569,ZTAB0569,Medium,fi
ISS0571,SD,Custom Issue 570,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0570,ZTAB0570,Low,sd
ISS0572,WM,Custom Issue 571,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0571,ZTAB0571,Critical,wm
ISS0573,PP,Custom Issue 572,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0572,ZTAB0572,High,pp
ISS0574,QM,Custom Issue 573,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0573,ZTAB0573,Critical,qm
ISS0575,QM,Custom Issue 574,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0574,ZTAB0574,Critical,qm
ISS0576,PP,Custom Issue 575,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0575,ZTAB0575,High,pp
ISS0577,MM,Custom Issue 576,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0576,ZTAB0576,High,mm
ISS0578,QM,Custom Issue 577,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0577,ZTAB0577,High,qm
ISS0579,SD,Custom Issue 578,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0578,ZTAB0578,High,sd
ISS0580,FI,Custom Issue 579,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0579,ZTAB0579,Medium,fi
ISS0581,PP,Custom Issue 580,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0580,ZTAB0580,High,pp
ISS0582,WM,Custom Issue 581,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0581,ZTAB0581,High,wm
ISS0583,QM,Custom Issue 582,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0582,ZTAB0582,Low,qm
ISS0584,MM,Custom Issue 583,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0583,ZTAB0583,Medium,mm
ISS0585,PP,Custom Issue 584,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0584,ZTAB0584,Critical,pp
ISS0586,SD,Custom Issue 585,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0585,ZTAB0585,Critical,sd
ISS0587,WM,Custom Issue 586,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0586,ZTAB0586,Low,wm
ISS0588,WM,Custom Issue 587,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0587,ZTAB0587,Critical,wm
ISS0589,WM,Custom Issue 588,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0588,ZTAB0588,Medium,wm
ISS0590,SD,Custom Issue 589,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0589,ZTAB0589,Medium,sd
ISS0591,FI,Custom Issue 590,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0590,ZTAB0590,Critical,fi
ISS0592,QM,Custom Issue 591,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0591,ZTAB0591,Critical,qm
ISS0593,FI,Custom Issue 592,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0592,ZTAB0592,Critical,fi
ISS0594,QM,Custom Issue 593,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0593,ZTAB0593,Low,qm
ISS0595,SD,Custom Issue 594,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0594,ZTAB0594,High,sd
ISS0596,WM,Custom Issue 595,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0595,ZTAB0595,High,wm
ISS0597,MM,Custom Issue 596,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0596,ZTAB0596,High,mm
ISS0598,WM,Custom Issue 597,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0597,ZTAB0597,Medium,wm
ISS0599,PP,Custom Issue 598,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0598,ZTAB0598,Low,pp
ISS0600,MM,Custom Issue 599,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0599,ZTAB0599,Medium,mm
ISS0601,QM,Custom Issue 600,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0600,ZTAB0600,High,qm
ISS0602,PP,Custom Issue 601,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0601,ZTAB0601,Medium,pp
ISS0603,SD,Custom Issue 602,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0602,ZTAB0602,High,sd
ISS0604,WM,Custom Issue 603,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0603,ZTAB0603,High,wm
ISS0605,FI,Custom Issue 604,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0604,ZTAB0604,Critical,fi
ISS0606,FI,Custom Issue 605,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0605,ZTAB0605,Critical,fi
ISS0607,PP,Custom Issue 606,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0606,ZTAB0606,Critical,pp
ISS0608,PP,Custom Issue 607,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0607,ZTAB0607,High,pp
ISS0609,PP,Custom Issue 608,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0608,ZTAB0608,Medium,pp
ISS0610,SD,Custom Issue 609,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0609,ZTAB0609,Low,sd
ISS0611,PP,Custom Issue 610,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0610,ZTAB0610,Critical,pp
ISS0612,SD,Custom Issue 611,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0611,ZTAB0611,Critical,sd
ISS0613,FI,Custom Issue 612,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0612,ZTAB0612,Medium,fi
ISS0614,QM,Custom Issue 613,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0613,ZTAB0613,Critical,qm
ISS0615,MM,Custom Issue 614,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0614,ZTAB0614,Critical,mm
ISS0616,WM,Custom Issue 615,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0615,ZTAB0615,Medium,wm
ISS0617,FI,Custom Issue 616,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0616,ZTAB0616,Critical,fi
ISS0618,QM,Custom Issue 617,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0617,ZTAB0617,High,qm
ISS0619,MM,Custom Issue 618,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0618,ZTAB0618,Low,mm
ISS0620,QM,Custom Issue 619,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0619,ZTAB0619,Medium,qm
ISS0621,MM,Custom Issue 620,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0620,ZTAB0620,Critical,mm
ISS0622,PP,Custom Issue 621,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0621,ZTAB0621,High,pp
ISS0623,QM,Custom Issue 622,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0622,ZTAB0622,High,qm
ISS0624,SD,Custom Issue 623,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0623,ZTAB0623,Low,sd
ISS0625,WM,Custom Issue 624,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0624,ZTAB0624,Medium,wm
ISS0626,WM,Custom Issue 625,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0625,ZTAB0625,Medium,wm
ISS0627,FI,Custom Issue 626,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0626,ZTAB0626,Critical,fi
ISS0628,SD,Custom Issue 627,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0627,ZTAB0627,High,sd
ISS0629,FI,Custom Issue 628,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0628,ZTAB0628,Low,fi
ISS0630,QM,Custom Issue 629,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0629,ZTAB0629,Critical,qm
ISS0631,FI,Custom Issue 630,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0630,ZTAB0630,Medium,fi
ISS0632,PP,Custom Issue 631,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0631,ZTAB0631,Medium,pp
ISS0633,PP,Custom Issue 632,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0632,ZTAB0632,Low,pp
ISS0634,PP,Custom Issue 633,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0633,ZTAB0633,Low,pp
ISS0635,WM,Custom Issue 634,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0634,ZTAB0634,High,wm
ISS0636,MM,Custom Issue 635,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0635,ZTAB0635,Critical,mm
ISS0637,MM,Custom Issue 636,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0636,ZTAB0636,High,mm
ISS0638,MM,Custom Issue 637,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0637,ZTAB0637,Low,mm
ISS0639,SD,Custom Issue 638,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0638,ZTAB0638,High,sd
ISS0640,MM,Custom Issue 639,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0639,ZTAB0639,Critical,mm
ISS0641,FI,Custom Issue 640,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0640,ZTAB0640,Medium,fi
ISS0642,FI,Custom Issue 641,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0641,ZTAB0641,Critical,fi
ISS0643,MM,Custom Issue 642,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0642,ZTAB0642,Critical,mm
ISS0644,MM,Custom Issue 643,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0643,ZTAB0643,Critical,mm
ISS0645,WM,Custom Issue 644,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0644,ZTAB0644,High,wm
ISS0646,WM,Custom Issue 645,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0645,ZTAB0645,Medium,wm
ISS0647,WM,Custom Issue 646,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0646,ZTAB0646,Low,wm
ISS0648,PP,Custom Issue 647,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0647,ZTAB0647,Critical,pp
ISS0649,MM,Custom Issue 648,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0648,ZTAB0648,Low,mm
ISS0650,PP,Custom Issue 649,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0649,ZTAB0649,Low,pp
ISS0651,WM,Custom Issue 650,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0650,ZTAB0650,High,wm
ISS0652,QM,Custom Issue 651,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0651,ZTAB0651,High,qm
ISS0653,PP,Custom Issue 652,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0652,ZTAB0652,Medium,pp
ISS0654,PP,Custom Issue 653,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0653,ZTAB0653,Low,pp
ISS0655,MM,Custom Issue 654,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0654,ZTAB0654,Medium,mm
ISS0656,FI,Custom Issue 655,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0655,ZTAB0655,Critical,fi
ISS0657,SD,Custom Issue 656,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZSD0656,ZTAB0656,Critical,sd
ISS0658,PP,Custom Issue 657,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0657,ZTAB0657,Critical,pp
ISS0659,WM,Custom Issue 658,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0658,ZTAB0658,Critical,wm
ISS0660,WM,Custom Issue 659,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0659,ZTAB0659,Low,wm
ISS0661,FI,Custom Issue 660,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0660,ZTAB0660,High,fi
ISS0662,WM,Custom Issue 661,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZWM0661,ZTAB0661,High,wm
ISS0663,QM,Custom Issue 662,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0662,ZTAB0662,Low,qm
ISS0664,QM,Custom Issue 663,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZQM0663,ZTAB0663,High,qm
ISS0665,MM,Custom Issue 664,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZMM0664,ZTAB0664,High,mm
ISS0666,PP,Custom Issue 665,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0665,ZTAB0665,Low,pp
ISS0667,FI,Custom Issue 666,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZFI0666,ZTAB0666,Low,fi
ISS0668,PP,Custom Issue 667,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0667,ZTAB0667,Medium,pp
ISS0669,PP,Custom Issue 668,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0668,ZTAB0668,Medium,pp
ISS0670,PP,Custom Issue 669,Unexpected SAP system behavior,Configuration or authorization issue,"Review logs, authorization and master data",Correct configuration and retest,Process completed successfully,ZPP0669,ZTAB0669,Low,pp
